in s,C1 in V,C2 in V
9.4656E-06,1.259959E+00,-2.98236E-02
9.4752E-06,1.260486E+00,-2.57037E-02
9.4848E-06,1.268878E+00,-2.90607E-02
9.4944E-06,1.280002E+00,-3.47064E-02
9.5040E-06,1.285457E+00,-1.76166E-02
9.5136E-06,1.307124E+00,-2.32623E-02
9.5232E-06,1.315066E+00,-2.81451E-02
9.5328E-06,1.323581E+00,-2.66193E-02
9.5424E-06,1.328387E+00,-2.57037E-02
9.5520E-06,1.336696E+00,-1.51752E-02
9.5616E-06,1.354289E+00,-2.32623E-02
9.5712E-06,1.343417E+00,-3.39435E-02
9.5808E-06,1.386020E+00,-3.47064E-02
9.5904E-06,1.368747E+00,-1.92950E-02
9.6000E-06,1.378848E+00,-2.41779E-02
9.6096E-06,1.388095E+00,-3.15021E-02
9.6192E-06,1.370822E+00,-1.68536E-02
9.6288E-06,1.383739E+00,-1.92950E-02
9.6384E-06,1.407397E+00,-3.22650E-02
9.6480E-06,1.375507E+00,-1.59381E-02
9.6576E-06,1.389972E+00,-2.49408E-02
9.6672E-06,1.385287E+00,-2.41779E-02
9.6768E-06,1.393352E+00,-1.34967E-02
9.6864E-06,1.393062E+00,-3.47064E-02
9.6960E-06,1.377872E+00,-1.44122E-02
9.7056E-06,1.376567E+00,-2.73822E-02
9.7152E-06,1.357997E+00,-1.59381E-02
9.7248E-06,1.370135E+00,-2.49408E-02
9.7344E-06,1.347858E+00,-2.98236E-02
9.7440E-06,1.333965E+00,-2.32623E-02
9.7536E-06,1.332950E+00,-2.49408E-02
9.7632E-06,1.326022E+00,-2.24994E-02
9.7728E-06,1.300403E+00,-3.22650E-02
9.7824E-06,1.305492E+00,-2.98236E-02
9.7920E-06,1.299426E+00,-2.32623E-02
9.8016E-06,1.280978E+00,-1.59381E-02
9.8112E-06,1.285175E+00,-3.63849E-02
9.8208E-06,1.263057E+00,-1.51752E-02
9.8304E-06,1.268352E+00,-2.66193E-02
9.8400E-06,1.268756E+00,-1.92950E-02
9.8496E-06,1.251735E+00,-2.32623E-02
9.8592E-06,1.252017E+00,-3.15021E-02
9.8688E-06,1.242404E+00,-1.34967E-02
9.8784E-06,1.243831E+00,-4.64661E-03
9.8880E-06,1.252261E+00,-3.39435E-02
9.8976E-06,1.233401E+00,-9.52942E-03
9.9072E-06,1.243915E+00,-1.76166E-02
9.9168E-06,1.246761E+00,-2.24994E-02
9.9264E-06,1.239917E+00,-2.98236E-02
9.9360E-06,1.241878E+00,-2.08209E-02
9.9456E-06,1.250102E+00,-1.92950E-02
9.9552E-06,1.247333E+00,-1.51752E-02
9.9648E-06,1.254260E+00,-3.15021E-02
9.9744E-06,1.254947E+00,-2.66193E-02
9.9840E-06,1.262607E+00,-1.83795E-02
9.9936E-06,1.265254E+00,-2.17365E-02
1.0003E-05,1.268596E+00,-2.90607E-02
1.0013E-05,1.274707E+00,-2.66193E-02
1.0022E-05,1.274051E+00,-2.17365E-02
1.0032E-05,1.282153E+00,-2.49408E-02
1.0042E-05,1.285739E+00,-1.92950E-02
1.0051E-05,1.280894E+00,-2.32623E-02
1.0061E-05,1.295268E+00,-2.73822E-02
1.0070E-05,1.288798E+00,-5.40955E-03
1.0080E-05,1.312663E+00,-3.15021E-02
1.0090E-05,1.306476E+00,-1.34967E-02
1.0099E-05,1.303661E+00,-1.59381E-02
1.0109E-05,1.316898E+00,-1.83795E-02
1.0118E-05,1.319469E+00,-1.19708E-02
1.0128E-05,1.321948E+00,-1.83795E-02
1.0138E-05,1.334941E+00,-3.39435E-02
1.0147E-05,1.330302E+00,-1.68536E-02
1.0157E-05,1.339870E+00,-1.59381E-02
1.0166E-05,1.351848E+00,-2.49408E-02
1.0176E-05,1.341701E+00,-2.17365E-02
1.0186E-05,1.352008E+00,-2.08209E-02
1.0195E-05,1.359462E+00,-1.83795E-02
1.0205E-05,1.354861E+00,-1.83795E-02
1.0214E-05,1.365649E+00,-2.66193E-02
1.0224E-05,1.366794E+00,-1.59381E-02
1.0234E-05,1.373798E+00,-2.32623E-02
1.0243E-05,1.374896E+00,-1.83795E-02
1.0253E-05,1.375308E+00,-3.22650E-02
1.0262E-05,1.384181E+00,-2.81451E-02
1.0272E-05,1.374004E+00,-1.34967E-02
1.0282E-05,1.392741E+00,-2.17365E-02
1.0291E-05,1.383655E+00,-1.59381E-02
1.0301E-05,1.379947E+00,-1.34967E-02
1.0310E-05,1.393024E+00,-2.24994E-02
1.0320E-05,1.386218E+00,-1.19708E-02
1.0330E-05,1.379008E+00,-1.27338E-02
1.0339E-05,1.394366E+00,-3.47064E-02
1.0349E-05,1.380359E+00,-2.24994E-02
1.0358E-05,1.385532E+00,-1.34967E-02
1.0368E-05,1.378764E+00,-2.00580E-02
1.0378E-05,1.372859E+00,-1.83795E-02
1.0387E-05,1.378764E+00,-2.24994E-02
1.0397E-05,1.372173E+00,-1.92950E-02
1.0406E-05,1.375064E+00,-2.00580E-02
1.0416E-05,1.356731E+00,-1.10553E-02
1.0426E-05,1.368259E+00,-2.08209E-02
1.0435E-05,1.359950E+00,-2.49408E-02
1.0445E-05,1.346873E+00,-2.81451E-02
1.0454E-05,1.347240E+00,-2.73822E-02
1.0464E-05,1.347568E+00,-1.76166E-02
1.0474E-05,1.321216E+00,-1.76166E-02
1.0483E-05,1.338161E+00,-2.49408E-02
1.0493E-05,1.328708E+00,-2.41779E-02
1.0502E-05,1.307857E+00,-1.27338E-02
1.0512E-05,1.320323E+00,-2.17365E-02
1.0522E-05,1.291324E+00,-5.40955E-03
1.0531E-05,1.295802E+00,-1.83795E-02
1.0541E-05,1.293849E+00,-2.41779E-02
1.0550E-05,1.282115E+00,-1.19708E-02
1.0560E-05,1.284434E+00,-1.34967E-02
1.0570E-05,1.264033E+00,-1.68536E-02
1.0579E-05,1.258166E+00,7.56042E-03
1.0589E-05,1.279506E+00,-2.73822E-02
1.0598E-05,1.250995E+00,-1.02924E-02
1.0608E-05,1.258083E+00,-1.68536E-02
1.0618E-05,1.247859E+00,-2.32623E-02
1.0627E-05,1.245746E+00,-1.44122E-02
1.0637E-05,1.249126E+00,-2.41779E-02
1.0646E-05,1.243014E+00,-1.02924E-02
1.0656E-05,1.239108E+00,-1.83795E-02
1.0666E-05,1.232875E+00,-1.92950E-02
1.0675E-05,1.240695E+00,-1.51752E-02
1.0685E-05,1.237559E+00,-2.08209E-02
1.0694E-05,1.230960E+00,-1.34967E-02
1.0704E-05,1.235400E+00,-1.76166E-02
1.0714E-05,1.244968E+00,-1.51752E-02
1.0723E-05,1.242038E+00,-1.19708E-02
1.0733E-05,1.250957E+00,-2.08209E-02
1.0742E-05,1.250102E+00,-1.51752E-02
1.0752E-05,1.246638E+00,-1.34967E-02
1.0762E-05,1.261508E+00,-2.17365E-02
1.0771E-05,1.246516E+00,-3.22650E-02
1.0781E-05,1.268062E+00,-1.68536E-02
1.0790E-05,1.263461E+00,-1.34967E-02
1.0800E-05,1.269572E+00,-1.34967E-02
1.0810E-05,1.278651E+00,-1.76166E-02
1.0819E-05,1.274661E+00,-1.27338E-02
1.0829E-05,1.286639E+00,-2.32623E-02
1.0838E-05,1.288310E+00,-1.02924E-02
1.0848E-05,1.287944E+00,-2.32623E-02
1.0858E-05,1.291278E+00,-2.57037E-02
1.0867E-05,1.285091E+00,-2.00580E-02
1.0877E-05,1.316005E+00,-6.17249E-03
1.0886E-05,1.318530E+00,-2.98236E-02
1.0896E-05,1.299304E+00,-1.76166E-02
1.0906E-05,1.321216E+00,-2.00580E-02
1.0915E-05,1.346957E+00,-1.44122E-02
1.0925E-05,1.301135E+00,-2.57037E-02
1.0934E-05,1.332706E+00,-1.92950E-02
1.0944E-05,1.355350E+00,-2.98236E-02
1.0954E-05,1.332050E+00,-9.52942E-03
1.0963E-05,1.361339E+00,-2.98236E-02
1.0973E-05,1.359340E+00,-1.68536E-02
1.0982E-05,1.344226E+00,-1.44122E-02
1.0992E-05,1.359668E+00,-2.08209E-02
1.1002E-05,1.361743E+00,-2.66193E-02
1.1011E-05,1.359668E+00,-8.61389E-03
1.1021E-05,1.363574E+00,-1.83795E-02
1.1030E-05,1.378078E+00,-1.59381E-02
1.1040E-05,1.374774E+00,-1.34967E-02
1.1050E-05,1.372333E+00,-1.19708E-02
1.1059E-05,1.380191E+00,-2.17365E-02
1.1069E-05,1.383983E+00,-1.27338E-02
1.1078E-05,1.398318E+00,-1.76166E-02
1.1088E-05,1.401904E+00,-2.00580E-02
1.1098E-05,1.384837E+00,-1.34967E-02
1.1107E-05,1.374210E+00,-2.08209E-02
1.1117E-05,1.379504E+00,-1.83795E-02
1.1126E-05,1.382396E+00,-7.08801E-03
1.1136E-05,1.401004E+00,-1.59381E-02
1.1146E-05,1.393230E+00,-1.92950E-02
1.1155E-05,1.379909E+00,-2.57037E-02
1.1165E-05,1.363292E+00,-1.34967E-02
1.1174E-05,1.371722E+00,-1.76166E-02
1.1184E-05,1.368297E+00,-1.51752E-02
1.1194E-05,1.372089E+00,-1.68536E-02
1.1203E-05,1.371310E+00,-2.49408E-02
1.1213E-05,1.363742E+00,-1.68536E-02
1.1222E-05,1.359340E+00,-1.59381E-02
1.1232E-05,1.360034E+00,-8.61389E-03
1.1242E-05,1.364307E+00,-2.24994E-02
1.1251E-05,1.340564E+00,-3.05865E-02
1.1261E-05,1.338077E+00,-2.08209E-02
1.1270E-05,1.331195E+00,-1.02924E-02
1.1280E-05,1.331645E+00,-1.10553E-02
1.1290E-05,1.339099E+00,-1.44122E-02
1.1299E-05,1.320888E+00,-1.83795E-02
1.1309E-05,1.316043E+00,-3.22650E-02
1.1318E-05,1.298038E+00,-2.08209E-02
1.1328E-05,1.293925E+00,-1.76166E-02
1.1338E-05,1.298976E+00,-2.49408E-02
1.1347E-05,1.287692E+00,-2.49408E-02
1.1357E-05,1.289897E+00,-2.08209E-02
1.1366E-05,1.275073E+00,-2.49408E-02
1.1376E-05,1.273235E+00,-2.17365E-02
1.1386E-05,1.269817E+00,-2.73822E-02
1.1395E-05,1.265170E+00,-1.44122E-02
1.1405E-05,1.262691E+00,-1.51752E-02
1.1414E-05,1.254260E+00,-1.68536E-02
1.1424E-05,1.254909E+00,-1.59381E-02
1.1434E-05,1.253810E+00,-1.76166E-02
1.1443E-05,1.256213E+00,-1.92950E-02
1.1453E-05,1.249820E+00,-1.51752E-02
1.1462E-05,1.251979E+00,-2.73822E-02
1.1472E-05,1.241916E+00,-1.59381E-02
1.1482E-05,1.241832E+00,-2.41779E-02
1.1491E-05,1.244685E+00,-2.24994E-02
1.1501E-05,1.238902E+00,-2.00580E-02
1.1510E-05,1.249652E+00,-2.90607E-02
1.1520E-05,1.244563E+00,-2.73822E-02
1.1530E-05,1.256580E+00,-2.98236E-02
1.1539E-05,1.240977E+00,-1.19708E-02
1.1549E-05,1.255725E+00,-8.61389E-03
1.1558E-05,1.255679E+00,-2.57037E-02
1.1568E-05,1.255275E+00,-2.32623E-02
1.1578E-05,1.257274E+00,-3.15021E-02
1.1587E-05,1.263988E+00,-1.19708E-02
1.1597E-05,1.268512E+00,-3.15021E-02
1.1606E-05,1.270389E+00,-2.49408E-02
1.1616E-05,1.278125E+00,-2.32623E-02
1.1626E-05,1.275928E+00,-2.08209E-02
1.1635E-05,1.283992E+00,-2.17365E-02
1.1645E-05,1.283504E+00,-2.81451E-02
1.1654E-05,1.283946E+00,-2.73822E-02
1.1664E-05,1.291118E+00,-2.24994E-02
1.1674E-05,1.305087E+00,-2.57037E-02
1.1683E-05,1.300403E+00,-2.41779E-02
1.1693E-05,1.304927E+00,-2.81451E-02
1.1702E-05,1.307735E+00,-2.08209E-02
1.1712E-05,1.319995E+00,-1.59381E-02
1.1722E-05,1.318729E+00,-1.92950E-02
1.1731E-05,1.332011E+00,-2.73822E-02
1.1741E-05,1.332339E+00,-1.68536E-02
1.1750E-05,1.334697E+00,-9.52942E-03
1.1760E-05,1.351604E+00,-2.41779E-02
1.1770E-05,1.346187E+00,-2.57037E-02
1.1779E-05,1.343738E+00,-3.73108E-03
1.1789E-05,1.367564E+00,-2.90607E-02
1.1798E-05,1.349116E+00,-1.92950E-02
1.1808E-05,1.361011E+00,-3.30280E-02
1.1818E-05,1.371722E+00,-3.15021E-02
1.1827E-05,1.363986E+00,-2.57037E-02
1.1837E-05,1.370502E+00,-1.44122E-02
1.1846E-05,1.382800E+00,-1.92950E-02
1.1856E-05,1.373065E+00,-2.32623E-02
1.1866E-05,1.393474E+00,-2.57037E-02
1.1875E-05,1.377055E+00,-1.92950E-02
1.1885E-05,1.382396E+00,-1.92950E-02
1.1894E-05,1.390292E+00,-1.68536E-02
1.1904E-05,1.381168E+00,-6.17249E-03
1.1914E-05,1.390987E+00,-2.49408E-02
1.1923E-05,1.405650E+00,-1.59381E-02
1.1933E-05,1.384105E+00,-2.00580E-02
1.1942E-05,1.391719E+00,-2.32623E-02
1.1952E-05,1.391391E+00,-3.05865E-02
1.1962E-05,1.385532E+00,-8.61389E-03
1.1971E-05,1.380359E+00,-2.98236E-02
1.1981E-05,1.372295E+00,-8.61389E-03
1.1990E-05,1.377628E+00,-1.76166E-02
1.2000E-05,1.367732E+00,-1.92950E-02
1.2010E-05,1.372943E+00,-1.83795E-02
1.2019E-05,1.372943E+00,-1.83795E-02
1.2029E-05,1.361339E+00,-1.34967E-02
